"","NEPA_DOC_NBR","numact","H","projarea","footprint","E"
"4410","54279",17,2.28498241534238,26856601.1796156,5558575.78127734,0.133577659859629
"4411","54295",13,1.11424197613193,58555094.9724383,12720143.8584534,0.0622986947736838
"4412","54298",9,2.01476440161144,4268447.0097929,1353971.35280249,0.131970655177861
"4413","54302",12,2.26384696387423,14995260.6488952,2860154.8406106,0.137009830562803
"4414","54303",4,1.12536973242835,39721071.0348397,13800135.6822507,0.0643164255098318
"4415","54305",1,0,139397.465138498,139397.465138498,0
"4416","54311",1,0,36509.019283692,36509.019283692,0
"4417","54327",6,1.47904591373558,20852017.3762414,7318065.74649136,0.0877617821032755
"4418","54358",2,0.636773597343488,39882298.020622,26573253.4774418,0.0363840623200818
"4419","54359",2,0.682613118320253,84944925.497338,49403545.2625863,0.0373880655762282
"4420","54376",8,1.44737410957157,43596997.3469892,10888152.9691127,0.0822815841052026
"4421","54394",11,1.81567101684493,84202719.0234993,20179544.0263807,0.0994957042846653
"4422","54433",1,0,43922.6713975593,43922.6713975593,0
"4423","54443",12,1.69467894989413,4009365.81960508,3019570.95176153,0.111461650872879
"4424","54484",5,1.54089875749924,3129574.25522091,549205.865321209,0.103025994320083
"4425","54485",3,0.201042194949389,1609536.92382525,1609536.92382525,0.0140672986635121
"4426","54489",15,2.49302711041478,31594562.5389769,2717422.106756,0.144368517633979
"4427","54491",1,0,81970.6292187686,81970.6292187686,0
"4428","54495",9,1.82872268338938,16882018.2705319,7045932.12143704,0.109887579601549
"4429","54496",1,0,5508570.2025309,5508570.2025309,0
"4430","54507",7,1.78516064304226,14065392.0174036,6204007.46494185,0.108459561833335
"4431","54516",19,2.71338118552773,42566744.9331772,2559781.97008259,0.154462655087141
"4432","54539",1,0,8683727.4943921,8683727.4943921,0
"4433","54597",3,0.996226607859727,9403150.90288014,4701575.45144007,0.0620448523014229
"4434","54599",10,1.880013136137,14832677.5696552,3690200.04260049,0.113855017899084
"4435","54600",13,2.48792303890763,3692674.52731558,622308.499585246,0.164524918405522
